How many times each trackCount value was seen (unfiltered) 
trackCount,count
269,38
270,132
271,24
272,125
273,93
274,26
275,21
276,1345
277,24
278,56
279,137
280,32
281,8
282,33
283,164
284,96
285,57
286,53
287,41
288,67
289,94
290,476
291,9
292,63
293,106
294,622
295,672
296,92
297,13
298,22
299,29
300,334
301,109
302,19
303,109
304,830
305,47
306,91
307,69
308,108
309,15
310,37
311,115
312,1
313,47
314,4
315,1
316,77
317,184
318,9
319,548
320,340
321,317
322,252
323,130
324,95
325,1167
326,32
327,556
328,4
329,548
331,67
332,775
333,235
334,49
335,91
336,13
337,5
338,2
339,6
340,1
341,4
343,4
345,1
346,4
347,139
348,34
349,20
350,5
351,85
352,60
353,2
354,21
355,34
356,277
357,18
358,11
360,153
361,3
362,771
363,2092
364,54
365,22
366,15
367,2
368,27
369,1
370,12
371,2
372,47
373,2
374,2
375,5
376,28
377,3
378,2
379,145
380,39
381,3
382,1
383,54
384,110
385,121
388,6
389,13
390,64
391,98
392,109
393,58
394,5
395,26
396,3
397,10
398,1
399,45
401,8
402,3
403,8
404,1
405,10
407,30
409,110
410,37
411,40
412,81
413,16
415,158
416,1
417,245
419,6
420,4
421,135
423,59
424,26
425,450
426,13
427,3
428,20
429,29
430,22
431,2
432,40
433,7
434,63
435,16
436,13
437,1
438,33
439,12
444,45
445,13
447,499
448,2
449,10
450,4
451,31
454,1
455,30
456,97
457,27
460,91
461,41
463,6
464,7
465,81
467,152
468,7
469,228
472,106
473,624
474,124
475,12
476,1
477,85
478,2
479,20
480,3
481,4
487,15
488,69
489,11
490,321
491,4
492,36
493,5
494,2
500,33
501,25
502,37
503,4
504,58
505,108
506,75
507,52
508,16
509,69
510,10
511,119
512,15
514,26
518,11
520,9
521,2
522,7
523,2
524,3
525,6
526,5
527,18
528,5
529,1
530,9
531,12
532,15
533,76
534,7
535,17
536,7
537,4
538,4
542,5
543,60
544,7
545,36
546,93
547,42
548,31
549,10
551,5
552,61
553,3
554,74
556,1
557,4
558,19
559,5
560,56
562,90
564,4
567,1
568,23
569,77
570,8
571,209
572,8
573,65
574,71
575,12
576,110
577,22
578,18
579,23
580,507
581,97
582,4
583,27
584,3
585,25
586,34
587,62
588,10
589,1
590,7
591,34
592,9
593,42
594,46
595,57
596,82
597,945
598,9
599,11
600,18
601,2
603,10
604,5
606,1
607,80
608,4
609,19
610,1
611,1
612,2
613,48
614,9
615,5
617,90
618,2
619,41
620,2
621,3
622,304
623,1
624,5
625,4622
626,59
627,4
628,3619
629,3
630,47
631,120
632,60
633,148
634,15
635,35
636,15595
637,9
639,7
640,1
641,1
643,3
649,3
650,4
651,160
655,1
658,72
659,4
661,20
662,7
663,30
664,63
665,21
666,1
671,32
672,3
673,2
674,3
675,12
676,1
677,6
678,1
679,8
682,1
683,6
684,43
685,35
686,1
688,2
689,17
692,2
694,27
696,4
697,4
698,24
699,2
700,14
704,11
706,2
707,28
708,1
710,24
711,30
712,3
713,3
714,1
715,1
716,5
717,25
718,31
720,8
721,6
724,5
725,6
726,17
727,22
728,31
729,42
730,50
731,15
732,76
733,24
734,63
735,136
736,41
737,4
738,155
739,12
740,20
742,2
743,25
744,49
745,101
746,81
747,60
748,23
749,34
750,31
752,54
753,24
754,15
755,21
756,5
757,2
758,66
759,90
761,21
762,9
764,2
766,11
767,120
768,85
769,15
770,5
771,26
772,26
773,43
774,32
775,20
776,56
777,1
778,4
779,47
780,1
782,1
784,5
787,49
788,163
789,48
790,5
791,4
792,35
794,3
795,24
797,171
798,1
799,31
801,60
803,46
805,12
806,10
807,15
811,12
813,11
814,94
815,104
816,47
817,10
818,104
820,56
822,21
824,7
825,304
827,2
828,85
829,17
830,41
831,22
833,16
834,3
835,16
836,3
837,30
839,9
840,9
841,29
842,38
843,11
845,94
846,4
847,16
848,27
849,32
851,78
852,2
853,34
854,49
855,7
856,5
857,22
859,12
860,74
862,96
863,134
864,7
865,13
868,8
869,14
870,44
872,2
873,41
874,242
875,82
876,42
877,5
878,2
879,5
882,24
887,26
888,27
889,14
890,87
894,7
895,34
896,6
897,11
898,31
900,9
901,17
902,18
903,222
905,19
906,8
908,70
909,70
911,12
912,49
913,1
914,22
915,1
916,5
918,10
919,54
920,22
921,41
923,5
924,18
926,38
927,3
930,120
931,7
932,8
933,10
934,3
936,11
937,51
938,49
939,31
940,10
941,25
942,4
947,3
949,7
950,30
952,5
953,8
954,1
957,9
958,3
959,10
960,120
961,180
962,10
963,5
964,92
965,1
967,11
969,44
970,17
971,31
972,13
973,5
975,7
976,306
977,5
978,40
980,22
983,3
984,19
985,10
986,95
987,46
988,15
989,37
990,26
991,7
992,4
994,57
995,8234
996,1859
997,55
998,148
999,26
1000,5
1002,1
1003,26
1004,92
1005,58
1006,99
1007,2
1008,46
1009,37
1010,7
1012,142
1013,13
1014,17
1015,5
1016,10
1017,1
1018,11
1019,1
1020,23
1022,7
1023,155
1024,51
1025,9
1026,34
1027,37
1028,7
1030,223
1033,6
1034,4
1035,10
1036,1
1039,34
1040,41
1042,27
1043,8
1044,3
1047,2
1048,73
1049,21
1050,66
1051,12
1052,47
1053,8
1054,43
1056,23
1058,1
1059,3
1060,19
1061,3
1062,13
1063,4
1064,2
1065,9
1066,7
1067,1
1068,13
1069,3893
1070,478
1071,2
1072,35
1073,33
1074,1
1075,5
1077,5
1078,8
1080,1
1081,23
1083,6
1084,9
1085,35
1088,3
1089,2
1090,11
1091,4
1092,10
1093,5
1094,60
1096,4
1098,4
1101,11
1102,7
1106,1
1110,2
1112,13
1114,3
1115,1
1116,15
1117,13
1118,43
1119,8
1120,19
1121,2
1122,12
1123,7
1124,2
1125,18
1127,4
1128,11
1130,3
1132,1
1133,62
1138,2
1140,3
1141,42
1143,2
1144,1
1146,2
1147,2
1149,1
1150,8
1151,15
1152,25
1154,2
1158,1
1159,9
1162,9
1163,23
1164,140
1166,1
1167,6
1168,8
1169,39
1170,34
1173,2
1174,52
1175,25
1176,5
1177,9
1181,44
1182,21
1183,20
1184,3
1188,3
1193,14
1194,69
1199,4
1206,13
1207,8
1209,66
1210,1
1214,2
1219,11
1220,1
1224,1
1225,5
1228,14
1229,50
1231,1
1237,3
1239,9
1241,11
1245,37
1247,1
1248,1
1249,53
1253,9
1256,1
1259,23
1263,69
1264,206
1267,327
1268,5
1269,195
1270,179
1271,9
1272,7
1273,16
1274,8
1275,27
1276,138
1278,8
1279,12
1280,29
1281,9
1282,6
1283,5
1284,14
1286,59
1287,2
1288,18
1289,45
1290,33
1291,50
1292,92
1293,2
1294,3587
1295,1
1296,1
1297,11
1298,89
1300,15
1301,19
1303,6
1307,6
1310,3
1313,4
1314,330
1315,1
1316,1
1317,1
1318,3
1320,2
1323,1
1324,42
1325,158
1326,6922
1327,5966
1328,1185
1329,5
1330,43
1331,10
1332,3
1333,41
1334,37
1336,2
1341,13
1342,13
1345,1
1347,1
1349,1
1350,24
1351,49
1355,21
1356,20
1357,9
1367,2
1368,1
1370,3
1371,151
1372,182
1382,2
1393,8
1398,6
1402,4
1404,39
1408,35
1409,13
1410,5
1411,23
1413,3
1414,1
1415,2
1417,21
1421,6
1423,26
1426,9
1450,4
1453,1
1455,4
1459,3
1460,2
1475,3
1479,6
1480,6
1481,1
1482,5
1483,6
1484,8
1486,2
1487,10
1488,27
1489,3
1505,2
1529,13
1533,7
1534,2
1543,30
1545,39
1546,12
1547,1
1548,2
1551,10
1589,3
1591,3
1597,2
1601,2
1605,3
1625,17
1645,2
1655,3
1667,4
1685,6
1688,2
1692,12
1704,32
1705,4
1706,9
1708,3
1724,52
1727,17
1728,14
1729,1
1730,33
1731,1
1732,7
1733,141
1735,4
1737,26
1744,14
1750,19
1766,16
1769,210
1772,7
1791,33
1792,6
1796,164
1797,96
1799,77
1804,65
1809,1
1869,3200
1870,5
1879,1
1884,9
1887,10
1888,8
1890,1
1893,27
1895,4
1898,108
1964,1
1966,2
1968,4
1970,3
1999,2
2012,48
2030,24
2032,2
2034,47
2044,9
2048,27
2061,203
2068,2
2071,1
2084,2
2088,1
2090,3
2096,5
2101,1
2108,5
2134,63
2164,38
2180,39
2272,9
2274,2
2282,9
2290,2
2302,14
2313,52
2356,8
2358,34
2366,18
2374,1
2389,1
2392,10
2393,3
2394,2
2404,41
2406,9
2410,28
2415,66
2416,18
2428,10
2455,3
2456,3
2470,16
2474,17
2480,9
2490,3
2496,1
2512,1
2521,1
2522,1
2523,1
2526,11
2528,3
2535,1
2538,2
2540,2
2552,24
2553,12
2554,1
2555,4
2556,43
2557,1
2558,1
2559,3
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2569,1
2574,1
2575,1
2578,2
2582,1
2584,1
2585,1
2586,4
2587,1
2588,1
2589,1
2591,1
2593,1
2594,1
2599,1
2600,1
2611,2
2613,14
2616,2
2619,7
2620,3
2621,3
2625,1
2629,3
2635,36
2636,1
2640,1
2641,1
2643,1
2644,1
2651,2
2652,1
2653,1
2654,3
2656,1
2657,2
2661,1
2662,1
2663,1
2664,1
2671,1
2676,1
2677,1
2678,1
2682,11
2684,12
2688,1
2693,30
2694,3
2695,1
2696,2
2697,3
2700,1
2702,2
2703,1
2704,8
2705,3
2706,221
2778,11
2781,2
2782,176
2783,2
2784,62
2785,3
2788,2
2789,19
2790,2
2792,1
2793,6
2794,7
2795,16
2796,7
2797,5
2798,1
2799,58
2800,1
2801,8
2802,3
2803,17
2804,112
2805,60
2806,8
2809,8
2827,35
2858,28
2859,5
2862,4
2864,74
2866,8
2870,1
2872,1
2878,15
2880,103
2888,4
2901,2
2904,1
2906,41
2908,1
2910,75
2916,9
2928,47
2936,4
2938,18
2946,1
2951,18
2956,3
2958,193
2962,1
2964,13
2966,1
2980,1
2982,32
3000,30
3002,4
3010,29
3013,1
3025,1923
3027,3
3044,4
3062,34
3078,2
3086,18
3100,2
3106,76
3147,27
3216,1
3238,2
3243,3683
3264,5
3266,36
3282,7
3302,44
3314,32
3316,20
3336,7
3338,4
3340,20
3380,4
3384,19
3406,52
3426,7
3428,29
3430,9
3438,29
3456,1
3486,17
3492,5
3503,1
3556,47
3616,5
3682,10
3784,21
3802,47
3876,1
3942,449
3950,19
3952,1
3954,4
3958,3
3966,374
3967,4
3976,97
3978,3
4032,4
4046,32
4066,18
4086,2984
4094,11
4096,38
4102,1
4116,1
4118,14
4168,4
4198,57
4234,42
4300,1
4302,1
4306,5
4332,6
4338,8
4361,14
4402,12
4404,1
4410,3
4411,5
4420,1
4422,29
4442,31
4448,1
4452,7
4456,1
4457,1
4458,3
4460,1
4463,3
4464,14
4480,1
4524,6
4526,9
4534,45
4536,1
4584,4
4610,1
4612,21
4614,5
4649,3
4722,30
4745,2
4746,90
4764,8
4775,3
4778,1
4792,21
4796,24
4798,41
4873,34
4888,10
4900,85
4935,3
4976,2
4988,1
4992,1
5006,1
5068,1
5073,1
5082,4
5162,8
5170,2
5174,1
5176,20
5178,54
5180,43
5184,9
5204,7
5210,1
5212,1
5218,2
5224,1
5230,1
5232,1
5234,2
5254,1
5258,1
5262,9
5263,2
5265,7
5267,7
5279,3
5319,49
5337,10
5341,16
5365,5
5372,3
5373,9
5381,7
5684,4
5719,24
5805,19
5806,1
5807,12
5847,11
5848,73
6001,21
6154,1
6156,1474
6158,147
6166,3
6247,25
6248,39
6249,19
6303,1
6633,2
6634,8
6637,26
6638,15
7159,1
7311,22
8035,2
8886,2
9079,1
9080,5
9081,3
9145,6424
9146,1501
9157,10
9281,1533
9282,31
9283,9
9284,3
9285,384
9286,12
10028,138
12767,9
20609,1
22275,15
66148,24
345663,1
